cv_rmse,test_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,morphological_importance,scriptural_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,m2m100_noft_spBLEU_mean_importance,eta,n_estimators,cv_rmse_se,test_rmse_se,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
2.3042592960307355,2.366131658857095,0.018246584,0.04129962,0.007017487,0.008596924,0.0068272934,0.010189978,0.018663669,0.0074892743,0.01109766,0.021131966,0.007900621,0.0070441603,0.026219606,0.0052463515,0.0054521593,0.05090155,0.0060541728,0.014922984,0.017195204,0.0044816597,0.006411412,0.15582012,0.00969814,0.00754672,0.0147917,0.017921435,0.03862261,0.066200994,0.024906745,0.23627391,0.12582731,0.035767454125820025,1440.0,0.1648902597223472,0.26705295605757,False,True,True,True,True,True,True
