cv_rmse,test_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dev_size_importance,test_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,eng_target_importance,morphological_importance,scriptural_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,m2m100_noft_spBLEU_mean_importance,eta,n_estimators,cv_rmse_se,test_rmse_se,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
3.974848072103223,3.6066859099007127,0.019129498,0.023106879,0.0050023734,0.015929427,0.0069149123,0.007634896,0.008120203,0.0044579767,0.004558078,0.012890354,0.008168881,0.0070704953,0.009750498,0.005621509,0.00629392,0.017737541,0.012040002,0.009968581,0.010051477,0.005618313,0.004802016,0.008653175,0.0060013323,0.003955138,0.0085811,0.01876553,0.0058898227,0.007937948,0.007415553,0.0048495797,0.005459717,0.022896713,0.0032885647,0.0049679345,0.008237809,0.013096428,0.0916068,0.019650135,0.51244026,0.04143863,0.01659958080831864,3900.0,0.18103327145292114,0.1947154456647258,False,True,True,True,True,True,True
