cv_rmse,test_source_rmse,test_target_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dev_size_importance,test_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,eng_target_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,m2m100_noft_spBLEU_mean_importance,eta,n_estimators,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
3.6584554076246905,2.919007402496748,3.463634182350142,0.016944656,0.022281323,0.006032084,0.0069968887,0.0061930483,0.0039187386,0.0053233863,0.0046561463,0.006156318,0.015956989,0.012472825,0.006654995,0.014952058,0.006666011,0.0040806467,0.025443181,0.017107565,0.0065758834,0.007558747,0.0050319624,0.004200778,0.0070182555,0.004180425,0.002945111,0.006953688,0.0073276935,0.0073997816,0.008843673,0.008345465,0.0029447759,0.008194927,0.01255843,0.0032076244,0.007166511,0.1540147,0.019594625,0.48573607,0.048364002,0.029595661079919528,3300.0,0.01889180168892049,0.07149461191791563,0.0822133293941513,sin,False,True,True,True,True,True,True
3.69777134119217,2.346943950997418,3.0153285998849677,0.019792978,0.03097232,0.0054487474,0.005740559,0.0050413157,0.0053456114,0.006203755,0.005525266,0.0059828437,0.012810044,0.008101787,0.0073747276,0.012663238,0.0062960954,0.0041092136,0.016619515,0.018061085,0.0064781196,0.0073693767,0.0057317126,0.0038513187,0.0077303126,0.0036652535,0.0030949516,0.0075463345,0.0071487054,0.007411358,0.008993572,0.008535659,0.0031253241,0.008097338,0.016104538,0.003975159,0.0030406371,0.1557797,0.024876457,0.48591113,0.04544396,0.030292652851265745,3150.0,0.0786484062241176,0.18557156041444678,0.1383151886401705,fao,False,True,True,True,True,True,True
3.607487377137052,3.3197105016917283,5.4283839625203525,0.019176988,0.023984423,0.0058042393,0.00501238,0.005418227,0.0050669415,0.0075022345,0.0030225124,0.0060591707,0.015225139,0.013944283,0.009191953,0.011848361,0.0057405485,0.004205097,0.017717328,0.016317436,0.005635376,0.008125569,0.004820254,0.004097955,0.0065931035,0.004134611,0.0033773724,0.007949361,0.010319578,0.007601383,0.009870184,0.0061760442,0.0026288468,0.0095530385,0.014684269,0.004054892,0.0049164006,0.15322487,0.022719046,0.48309892,0.05118162,0.02554916270245657,3750.0,0.028121767535320908,0.1820290745528335,0.2837942356227662,amh,False,True,True,True,True,True,True
3.7645960620778283,2.647061479165278,2.8042983233844785,0.019669792,0.01978882,0.0053911996,0.006256368,0.004968562,0.0038974746,0.007281553,0.0034623488,0.0049798745,0.013441861,0.0066657127,0.007196975,0.010646141,0.0056782095,0.003969875,0.020433929,0.018521953,0.005891581,0.008107272,0.0042545595,0.0038739678,0.007491765,0.004664456,0.0030578393,0.008173799,0.0074868957,0.010091882,0.009542334,0.0091278255,0.0029756953,0.007130572,0.016005581,0.003243649,0.0047493638,0.15584446,0.021839172,0.49829856,0.04589817,0.035039400711792255,3300.0,0.05397125123375494,0.13873176269636334,0.20771218137120015,tgl,False,True,True,True,True,True,True
3.7057245895160422,6.7096495637800775,1.4569863200802735,0.01971071,0.021245113,0.005220677,0.0057132496,0.005400925,0.004952765,0.0069614397,0.0053336793,0.006057396,0.013257146,0.0068294993,0.0064062094,0.011952605,0.0073075844,0.0041935937,0.013558584,0.017313119,0.006000418,0.007484204,0.006282425,0.0038192547,0.0068351193,0.0037329583,0.0031962823,0.009079294,0.006523212,0.008002683,0.008710243,0.009168136,0.0026820586,0.008151231,0.015402174,0.003691996,0.005236448,0.16495892,0.021541227,0.4831472,0.054940216,0.04156130392809685,3550.0,0.013301378228450636,0.46209692281958553,0.12495463334494736,lmo,False,True,True,True,True,True,True
3.685648757633035,0.9519405522356937,1.86290305450602,0.019970652,0.024685714,0.0050525204,0.0057916986,0.005291449,0.0047798073,0.0063913288,0.004119349,0.0064397985,0.014309885,0.008678417,0.0065147467,0.012228836,0.006992094,0.0041698324,0.016813943,0.01787807,0.0065559596,0.007548115,0.005991767,0.0041542,0.0072646155,0.004497501,0.00328357,0.0077292537,0.0071859164,0.008405067,0.009202132,0.009741852,0.0026677898,0.0075548934,0.01508711,0.0040387423,0.0041208644,0.15633361,0.025094893,0.48762092,0.045813084,0.02821386746940887,3200.0,0.04855424067407456,0.17630860907797932,0.3448481292809386,arz,False,True,True,True,True,True,True
3.677167079803156,5.4451385357172075,2.8921020353159745,0.017073775,0.021896383,0.0038659587,0.00693509,0.006363721,0.0044985698,0.015669739,0.0071034343,0.0047712605,0.014378788,0.010586413,0.006351059,0.012742287,0.0076475875,0.0043877796,0.023457576,0.013484615,0.0075502074,0.0071088285,0.0052231634,0.003744953,0.006831198,0.003814788,0.003099734,0.007981598,0.009539808,0.006778487,0.006817664,0.009354176,0.0030892962,0.008728286,0.0124323135,0.0040943623,0.0054013445,0.15731826,0.03395351,0.47856647,0.037357483,0.04208750995576538,3500.0,0.05565204568031231,0.07288037250409145,0.09117271143022482,kaz,False,True,True,True,True,True,True
3.661036520773859,7.068802092922368,4.1075300792339515,0.019951543,0.018425915,0.005570938,0.007437227,0.0050521987,0.0045708823,0.0045718206,0.009059599,0.006535961,0.012521261,0.004052286,0.00542215,0.013829866,0.008137011,0.00415082,0.016786948,0.018286154,0.008782032,0.007895177,0.0048733493,0.0035864073,0.0061389534,0.0034765662,0.0034801732,0.0075929114,0.008765747,0.006589086,0.008476036,0.008659633,0.002501803,0.008896147,0.015259688,0.0036878504,0.0042214394,0.15939939,0.02424312,0.48606366,0.05304823,0.038605621843091034,4100.0,0.02799494000036239,0.109113813247796,0.15869679348275248,zul,False,True,True,True,True,True,True
3.8150875503976627,4.112775820779648,3.3185486620473923,0.018979318,0.038599297,0.0053473823,0.0067871325,0.004096791,0.0044785934,0.00770659,0.0037890007,0.007811065,0.009991476,0.009020678,0.007834004,0.012650874,0.009812927,0.004287557,0.02020258,0.018959623,0.0062807007,0.008136177,0.0052220304,0.005096408,0.008552657,0.0045727855,0.0034478824,0.010328688,0.0075101093,0.00905751,0.01043905,0.009216577,0.0031584867,0.0066623064,0.016492415,0.0040223924,0.0038092234,0.14556856,0.023539612,0.47989422,0.038637303,0.02555566359562008,3950.0,0.03726090425572747,0.0755679214614916,0.15105193087706395,mar,False,True,True,True,True,True,True
3.717390559379015,3.238834185349807,2.9245398978590296,0.01981141,0.019503558,0.004940559,0.007940695,0.00429621,0.0064712116,0.006787596,0.0038501725,0.0066078277,0.014102069,0.0072019496,0.006603102,0.013744633,0.007592509,0.0040436136,0.015846405,0.016233245,0.007735112,0.0065200804,0.006762962,0.004641576,0.006714041,0.0041108425,0.0039716447,0.008156094,0.0070144846,0.007300085,0.0095580835,0.008803537,0.002282991,0.006233807,0.016653258,0.003441037,0.0035787367,0.15900238,0.025126219,0.48815447,0.048661783,0.042605005613372146,3200.0,0.046448620886895095,0.22799195234608197,0.15109071555575287,hye,False,True,True,True,True,True,True
3.5670045235808536,8.75859425706123,2.771797787703685,0.02104548,0.023114258,0.0047666025,0.006918826,0.0047922498,0.005677299,0.0056612757,0.00445213,0.0049241637,0.014636954,0.013621646,0.0060450956,0.011457379,0.008029019,0.0051403516,0.01429751,0.020733234,0.0067090965,0.0086939735,0.005078906,0.004604197,0.006840001,0.0034863832,0.00268137,0.008840239,0.008324513,0.0070339004,0.0074678147,0.0057054395,0.0030994099,0.0072997576,0.018213581,0.0028841274,0.0025818418,0.16403143,0.024513057,0.47667655,0.049920917,0.03304889579565767,3450.0,0.04145966811155956,0.1261523800913443,0.11051284021936726,xho,False,True,True,True,True,True,True
3.7233781196488422,2.7634502770567124,4.5192531797490005,0.020299476,0.023596866,0.0050621727,0.007413144,0.0064539863,0.0047973734,0.0074649835,0.004281116,0.006149593,0.013124486,0.010407585,0.0069266735,0.011890769,0.00792928,0.0041333414,0.020290187,0.0189053,0.006819058,0.0051558465,0.005164714,0.004500844,0.0074925898,0.0037201815,0.002921998,0.006226263,0.007622633,0.006598824,0.008266553,0.0072360896,0.0033308652,0.0071388483,0.014070203,0.00394414,0.0071082665,0.15348634,0.022707228,0.48758364,0.049778566,0.04326661931756807,3700.0,0.03715098967705984,0.09714086685980465,0.07858028587737549,kan,False,True,True,True,True,True,True
3.703907977707517,2.1373578444442005,1.3368264007390622,0.020699367,0.022989197,0.0058136173,0.007033559,0.005825638,0.005092095,0.005603679,0.007733017,0.006272803,0.0135293575,0.010338834,0.006854129,0.013299855,0.007583487,0.004104442,0.017222753,0.016814958,0.0070789503,0.006810371,0.0049608187,0.0044087665,0.0065840567,0.0035595149,0.003501774,0.007254553,0.008782709,0.008613612,0.008420701,0.008729925,0.002578495,0.009478567,0.014356852,0.0036588605,0.003796034,0.15822646,0.024967417,0.47670197,0.05071879,0.04714322213849652,3000.0,0.0401176022318819,0.08701159493697902,0.13900305136831226,mya,False,True,True,True,True,True,True
3.7091142078273394,1.3390934243459331,2.5359257077860033,0.021180805,0.02432396,0.0045552566,0.0059463903,0.0056872936,0.0045465077,0.005374294,0.003869482,0.0065292856,0.014820226,0.009437376,0.006691479,0.0134270955,0.0066877557,0.0039213174,0.01429954,0.017362164,0.0068366053,0.00841667,0.0061264,0.0042323414,0.0071672597,0.003971186,0.0032259151,0.00683254,0.008238743,0.008221498,0.008183059,0.009046161,0.0031055803,0.007956772,0.014969477,0.0038850189,0.0054979236,0.16015074,0.021013793,0.4831404,0.05112166,0.03668658362450705,3700.0,0.060147801520465505,0.12263536345517585,0.20190143338432615,jav,False,True,True,True,True,True,True
