cv_rmse,test_source_rmse,test_target_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dev_size_importance,test_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,eng_target_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,m2m100_noft_spBLEU_mean_importance,eta,n_estimators,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
3.8173421368123615,2.667412194848914,2.174779400693544,0.020080658,0.024537517,0.0048328354,0.0057420125,0.005743309,0.005609179,0.006328322,0.0031759602,0.005354983,0.012009801,0.010739286,0.007936139,0.014296246,0.006095156,0.004425339,0.016153358,0.015301821,0.006376697,0.008953288,0.0060426258,0.004009572,0.0064567896,0.004307657,0.003120172,0.0099422075,0.009862633,0.009435339,0.008894315,0.008414314,0.0030294,0.00830255,0.0132228825,0.0030735938,0.0063999714,0.15606129,0.028477173,0.47925678,0.04799886,0.038956915637364524,3500.0,0.041470787893712245,0.04248042340017927,0.11237825836580419,tam,False,True,True,True,True,True,True
3.747838248299858,1.892603611786918,3.4301867295656185,0.019361367,0.033352766,0.00527137,0.0050268704,0.005349276,0.0060022012,0.007213262,0.004251899,0.0058975676,0.013639797,0.010467434,0.0065924786,0.012046615,0.007801847,0.003953284,0.014609136,0.018615026,0.0050957776,0.008388898,0.005215804,0.0043896986,0.0071779997,0.0035861842,0.0032138322,0.007755236,0.007686077,0.0077583445,0.008780736,0.009095154,0.0030325402,0.008394329,0.01624823,0.003923473,0.0062532104,0.1614258,0.023045978,0.4720336,0.048046984,0.04093574370220522,3350.0,0.03546013582235114,0.15565396841751658,0.3004945293974456,tat,False,True,True,True,True,True,True
3.613402380232702,10.182570654609743,5.840517628850106,0.022377498,0.0050604427,0.007857567,0.004811979,0.005462749,0.0033499277,0.022577185,0.009322213,0.0055559636,0.013220859,0.0057593295,0.010316656,0.011885869,0.01225794,0.0052998546,0.013447881,0.013051204,0.005458357,0.015384736,0.00790724,0.00351552,0.006528914,0.005364324,0.0058216387,0.0096648615,0.01198955,0.008091012,0.0094990125,0.010275006,0.0042912,0.00943857,0.022326317,0.0068159834,0.008065447,0.17030592,0.018097106,0.4521442,0.037399985,0.04423190340894924,3200.0,0.06231814066328115,0.21100882966407786,0.14176759383462556,afr,False,True,True,True,True,True,True
3.754949275793657,4.063290218483179,2.7096251507109463,0.020468889,0.013675478,0.0042007267,0.00809403,0.007021296,0.0048802583,0.007184869,0.0040242504,0.00479445,0.011599146,0.0061705513,0.006546974,0.007401733,0.006732882,0.0056518014,0.027037103,0.018157724,0.005866968,0.0075348145,0.004790357,0.005152582,0.009783522,0.0034569066,0.004881559,0.006710914,0.008232507,0.0055586854,0.010493703,0.009294001,0.002580159,0.008089432,0.014938643,0.0035869624,0.0054035066,0.16288905,0.028124372,0.48860732,0.040381867,0.047089186551410346,4350.0,0.05658653537092455,0.110974085077483,0.17242746214713423,ind,False,True,True,True,True,True,True
3.7006364938363197,1.1069972978251095,4.988296191064258,0.020479813,0.018276086,0.0057035605,0.006931369,0.0059216386,0.0052353423,0.0059122136,0.006174579,0.0070362138,0.012809977,0.007848948,0.005579731,0.0119594615,0.0069962963,0.0035605417,0.017411593,0.01784715,0.007912009,0.0073704557,0.005983239,0.0044661136,0.007996445,0.0036618568,0.0025707658,0.0076132035,0.00809714,0.008778602,0.010131101,0.008955427,0.002985758,0.0082937265,0.016138023,0.003765218,0.0043853736,0.16310498,0.024454065,0.471888,0.055764,0.04742179803998842,3200.0,0.037233234823436254,0.08449027150663384,0.14977430884204548,som,False,True,True,True,True,True,True
3.721311618164539,1.3276123935178592,1.714352559153049,0.02083375,0.025668055,0.0048097926,0.0062066624,0.0053872243,0.0056667486,0.005259759,0.004340955,0.006880087,0.013939072,0.011703225,0.006361804,0.010973137,0.0068948595,0.004013274,0.016447473,0.016831428,0.00726493,0.007885978,0.004983916,0.0042398833,0.007283633,0.004194925,0.003275175,0.0075032813,0.0075292354,0.007962712,0.008751037,0.010208001,0.0033281688,0.007686486,0.015797658,0.0037336634,0.005191219,0.15949017,0.022018367,0.4777214,0.051732875,0.034807529357796976,3700.0,0.07010430725856286,0.1653825824480712,0.13544433138956555,yor,False,True,True,True,True,True,True
3.726829380934825,3.7036537784700476,1.6809144133982994,0.020171102,0.02440933,0.005336206,0.0064230086,0.005285249,0.004637395,0.0057345903,0.004553417,0.0073429756,0.014675913,0.0079646045,0.0064003495,0.011689231,0.006680993,0.0046561407,0.01510866,0.016646054,0.0065166145,0.0067998,0.0059212977,0.0037296372,0.00841474,0.0042077946,0.0030859397,0.0081128925,0.00744165,0.008366549,0.008685188,0.008066233,0.0026634606,0.008349876,0.014933216,0.003466335,0.0058496944,0.15214467,0.022189122,0.49400216,0.049337976,0.032340553821092674,3300.0,0.033747209499144,0.19662995968037517,0.4764222491524135,wol,False,True,True,True,True,True,True
3.770162656769988,3.3593051111680268,4.274457726096275,0.017201336,0.023645604,0.003715926,0.007840618,0.007140049,0.003992801,0.00696615,0.005707651,0.007637728,0.012972954,0.009940244,0.0069500366,0.01241672,0.009503387,0.004206305,0.012444769,0.014807339,0.007997284,0.011206346,0.0056543266,0.0041441903,0.008103965,0.004032354,0.003572574,0.007343553,0.007332561,0.0072308653,0.010528457,0.009028537,0.00274806,0.0073580975,0.013960352,0.0031929966,0.003417292,0.16575642,0.04295505,0.48056117,0.026785966,0.04288395950320082,4300.0,0.044148744027708554,0.15456572561104961,0.27241551350349913,bel,False,True,True,True,True,True,True
3.618256177311688,10.55937343890685,14.740970040204939,0.019666035,0.026049871,0.0066458806,0.005016456,0.0050158524,0.004824734,0.0043368633,0.004696538,0.004618439,0.012632446,0.00765479,0.0070284335,0.0125005245,0.00637119,0.00554077,0.017989561,0.01833598,0.005432463,0.0092256125,0.00418117,0.005254014,0.007513147,0.0039869873,0.0038880017,0.00713493,0.0082277395,0.0072175264,0.008539251,0.009143622,0.00266879,0.0067368103,0.017085219,0.0046037706,0.005797577,0.15867934,0.025778785,0.48756498,0.042415954,0.02946195250013055,3850.0,0.046432485358201346,0.4229037716994189,0.29173271695343556,cym,False,True,True,True,True,True,True
3.7343018581518224,2.5528411721026445,8.677292643764071,0.019911896,0.022395661,0.0049095424,0.0060090525,0.006186153,0.005008106,0.004752527,0.0049816123,0.0063572573,0.014136815,0.0117105525,0.006021512,0.012362795,0.00675202,0.004216329,0.014653787,0.0150750745,0.004233108,0.0077228853,0.006682026,0.0042322995,0.0067734467,0.00366533,0.002537515,0.006999855,0.008299947,0.0072636926,0.009184628,0.009332937,0.002253464,0.0067924233,0.015429616,0.0041949237,0.0067969514,0.15619954,0.021749023,0.49191672,0.052299015,0.041989538074897775,3850.0,0.06528775779339661,0.5579838172058416,0.2876812367316072,ssw,False,True,True,True,True,True,True
3.744156913269496,3.305952085742483,2.684426468560785,0.020046141,0.033747207,0.004858402,0.005231754,0.0051337387,0.005602761,0.00767159,0.00422529,0.0068094255,0.013781138,0.009113768,0.008364514,0.011963536,0.006636602,0.0043179207,0.020942451,0.01505315,0.005748533,0.007484416,0.004627811,0.0033374447,0.0072850636,0.0037643202,0.003531736,0.007729967,0.0071927025,0.007473054,0.009102533,0.007911686,0.003056296,0.007354456,0.016442541,0.0034313188,0.0028821784,0.1503222,0.024034914,0.485099,0.048688523,0.02840020833257108,3500.0,0.03261825894333213,0.11053922124236326,0.09616945255182892,guj,False,True,True,True,True,True,True
3.7077002242943626,3.4954597264031704,4.131051504050285,0.020152677,0.025329102,0.0057828263,0.005375481,0.004885597,0.004367701,0.0065228553,0.004702171,0.0058080107,0.014064099,0.008774954,0.0068514063,0.011075476,0.0071612387,0.0040628207,0.014510611,0.01829374,0.006085652,0.0078721745,0.0064803855,0.0037698809,0.00713339,0.0041002305,0.0026693873,0.008061713,0.0073436005,0.007881215,0.008158678,0.00905309,0.0025232849,0.0069660405,0.015310401,0.004080187,0.005657965,0.15406859,0.023020495,0.4952782,0.046764623,0.028931282513115924,3450.0,0.041637300427478784,0.1827108257120819,0.39179773371800036,ewe,False,True,True,True,True,True,True
3.7103567587814226,1.3375128880352523,1.9944582384578766,0.019508947,0.022959441,0.005216917,0.0065520853,0.0055551054,0.0049127163,0.0041065617,0.0053694537,0.006493437,0.014345427,0.0063536884,0.0060791387,0.0123535525,0.0070154956,0.0047106855,0.019818267,0.016653527,0.005903439,0.008648658,0.0071424902,0.0038911314,0.008408446,0.0038136162,0.0025352933,0.0084988745,0.0074050417,0.0074335462,0.010586524,0.007094161,0.0027172943,0.006946601,0.014004594,0.005037668,0.0049903705,0.16412982,0.020791704,0.48085403,0.051162314,0.06401902881410834,3750.0,0.04340601717667866,0.2895424119923319,0.7779089249403677,khm,False,True,True,True,True,True,True
3.7113393745014527,2.103223240298433,1.1370518221655912,0.020289477,0.025040025,0.0046449145,0.0058907475,0.004987658,0.0047325464,0.005862719,0.004814567,0.005527442,0.014093347,0.0074494123,0.007094198,0.012201495,0.0065021813,0.0040843925,0.016418576,0.015979882,0.007343685,0.00797319,0.0058216676,0.0037246211,0.00748966,0.004034215,0.0033685763,0.00765934,0.008237491,0.007779361,0.008201554,0.008707615,0.002906014,0.007827255,0.01586515,0.0038682409,0.00470047,0.15391056,0.022005647,0.49415508,0.048807032,0.02512223074742937,3750.0,0.05010087102722785,0.10674675391319384,0.08396504473549062,bak,False,True,True,True,True,True,True
3.7033136020042363,1.1278649754418424,1.7573009119434677,0.019956063,0.023615692,0.0049130004,0.005962464,0.005114992,0.0051600607,0.0063434513,0.0045022373,0.0063966652,0.0126533955,0.010500315,0.0064559556,0.011943507,0.006328513,0.0039388463,0.016028158,0.016767811,0.0065146396,0.007650146,0.0056216614,0.0041895644,0.0073798746,0.0038109932,0.002920445,0.00775479,0.008288635,0.008028129,0.008917806,0.008379385,0.0029032226,0.008128163,0.0149605675,0.0035679615,0.0052602882,0.15835066,0.022715377,0.4859528,0.052123755,0.034334724961502854,3800.0,0.03966156296829584,0.13432073381660456,0.15687955071348664,plt,False,True,True,True,True,True,True
3.604929824975251,6.337730203076273,7.433587282330308,0.01939719,0.017587103,0.004318362,0.0065633887,0.005491436,0.0039269496,0.0075793876,0.004890293,0.0060528317,0.013633433,0.012745699,0.0048101256,0.012610813,0.007182341,0.0039956765,0.01887684,0.013998447,0.004462249,0.006243586,0.0057809,0.0042924993,0.0073680915,0.003609337,0.003431512,0.0055230735,0.01066065,0.0060555027,0.009109711,0.00891122,0.0041362094,0.0077186925,0.01369597,0.0036782243,0.004484862,0.1454486,0.021915963,0.5036976,0.056115218,0.018003863442814676,4100.0,0.04618179437571029,0.06434239766085456,0.054700199821484954,kat,False,True,True,True,True,True,True
3.602697019584621,3.1271266357332728,10.424994986678271,0.022253148,0.029367749,0.0051980624,0.0063874573,0.0032504764,0.0047211917,0.0063572666,0.0037616503,0.00599619,0.0136178415,0.01123975,0.0074617467,0.010955572,0.0075585605,0.0044013285,0.01360033,0.01674958,0.0055600787,0.008145739,0.0048845955,0.0040275916,0.007835248,0.0034914531,0.002896944,0.008351441,0.007662033,0.009072116,0.007981919,0.008814393,0.0025668682,0.008795291,0.013987576,0.003589219,0.0029377884,0.16492347,0.032718666,0.4787252,0.040154472,0.051278572183485104,4350.0,0.05123822120828076,0.2545998706304285,0.39347101209124125,hau,False,True,True,True,True,True,True
3.7305607748608764,2.661216970799513,3.8243463099085395,0.020607714,0.021734014,0.0060568075,0.005316011,0.005822516,0.0046490994,0.007853422,0.0023877663,0.0050908113,0.014028463,0.008014074,0.006511937,0.012756017,0.008122247,0.0047732163,0.017237032,0.018482553,0.005504937,0.007930307,0.0063801715,0.0039520324,0.008167717,0.0040535484,0.0028811593,0.007422939,0.007204338,0.0074163103,0.0093681235,0.009354864,0.0028363992,0.0074493005,0.015405501,0.0037663276,0.0050154673,0.15765457,0.030367643,0.48783454,0.040590085,0.04618511632756574,3700.0,0.057704105222683176,0.3377233039815915,0.38380080616380846,pan,False,True,True,True,True,True,True
3.6790638799202746,1.2654051505370512,1.0485599551790787,0.019978307,0.024490919,0.0043076267,0.00534241,0.0050642947,0.0049083694,0.0046786224,0.00462276,0.00581097,0.012171691,0.0096279485,0.007194312,0.012568178,0.0076133995,0.003501096,0.015951637,0.019756516,0.0054412857,0.007368968,0.0054797553,0.0043803602,0.0076797754,0.003530758,0.0032610882,0.0074313907,0.009704136,0.007982092,0.008714037,0.008872604,0.0029556104,0.0072799707,0.014538517,0.0045132977,0.0036623385,0.1584966,0.025420675,0.48901772,0.046679966,0.039208364715446545,4050.0,0.05734857049636228,0.08283154285049048,0.16496686060657598,ceb,False,True,True,True,True,True,True
3.6741881140932393,3.4371830951432143,6.7541625850663465,0.019349026,0.026888471,0.00600773,0.005549668,0.0068506063,0.004557119,0.0062546534,0.0022791806,0.0055286763,0.010734314,0.0077526853,0.007654196,0.011804702,0.0063962312,0.004723451,0.02282819,0.017744128,0.0064483746,0.007472002,0.0057933135,0.00409945,0.007825853,0.004180413,0.004047058,0.0086380225,0.010028506,0.007820007,0.008581947,0.009311549,0.0026131016,0.007058916,0.013556065,0.0046564383,0.0061223377,0.15726984,0.024975311,0.48441035,0.042188156,0.027474442342183804,4450.0,0.04858756663786268,0.15880416673956596,0.3280406349190338,oci,False,True,True,True,True,True,True
3.7102865519807793,0.8396358571072163,4.546926451329706,0.020164853,0.022380732,0.005185628,0.0055043534,0.004915282,0.0059906365,0.010112907,0.002709906,0.007108229,0.013003839,0.01165065,0.0067615835,0.011388186,0.0062672915,0.0042391284,0.014337513,0.018609155,0.006223988,0.0072375326,0.0048104203,0.005180984,0.008165562,0.0040168758,0.003242807,0.0074172495,0.0073033324,0.008876292,0.0076072654,0.008971515,0.0030562687,0.006997645,0.015794585,0.003917535,0.005259504,0.15783425,0.024437819,0.48285994,0.05045876,0.06153186007805754,3350.0,0.04920444975136424,0.14669943490740492,1.0994362694687037,snd,False,True,True,True,True,True,True
3.7102910083257172,2.511420002356012,6.030323691767995,0.019760279,0.025018793,0.004567243,0.0057574487,0.005248159,0.006186998,0.005653586,0.0050942465,0.0061502494,0.0136512015,0.010222298,0.0070267865,0.011983904,0.007187969,0.0043987725,0.016848423,0.017206425,0.006991861,0.008028027,0.0047461735,0.0041425657,0.006891945,0.0036739558,0.0030356324,0.008087585,0.008215679,0.007664817,0.009229425,0.008030346,0.002987595,0.0071083703,0.015499419,0.0058123553,0.004169306,0.15344548,0.022619963,0.48836213,0.04929465,0.02316136169874942,3050.0,0.045640951769798724,0.26757432469642245,0.4049933553170193,kin,False,True,True,True,True,True,True
3.693402395059188,2.9228136448343265,4.1523486639723455,0.018675542,0.028259432,0.0063812537,0.006144965,0.005527289,0.0049248403,0.007571599,0.0064191134,0.00649893,0.011324935,0.01231586,0.006850383,0.0129785165,0.007339961,0.0038733475,0.018541183,0.016981238,0.0065583014,0.006605624,0.005330577,0.0035794477,0.008092498,0.0036445647,0.0026255879,0.008946799,0.0074176015,0.0082863495,0.007515003,0.0077824937,0.002876108,0.00757621,0.015328178,0.003417302,0.00509357,0.15680051,0.02107152,0.47931427,0.05152908,0.04912353347301638,3400.0,0.03779370578005093,0.4111957280267935,0.058942057870556,sna,False,True,True,True,True,True,True
3.6774729448694714,0.8440340417969091,3.071130679902212,0.019736057,0.027071122,0.004382151,0.007057093,0.0059597073,0.0057020886,0.0051652915,0.005242265,0.0046520797,0.014211664,0.010112246,0.0064368034,0.011330977,0.006192661,0.0037400138,0.017663635,0.017564345,0.005309881,0.008963054,0.0056917393,0.0041937297,0.007876845,0.003434439,0.0031312336,0.007977277,0.007730998,0.0071091307,0.008013842,0.007842087,0.0025458382,0.0092833955,0.014823481,0.0039303927,0.007115817,0.15850148,0.020526592,0.4826621,0.051116478,0.06457072544026751,3700.0,0.037792964383138686,0.11049750041282128,0.21845980476533544,mri,False,True,True,True,True,True,True
3.6180932553575262,6.839698770869828,4.5338616979097015,0.019689467,0.028133178,0.006093929,0.007079681,0.0044289078,0.004752594,0.008090119,0.006199947,0.005293189,0.012877123,0.0118219275,0.0068956153,0.010820254,0.006609375,0.003409878,0.017958062,0.0182227,0.0050548115,0.008069664,0.005183888,0.0039935587,0.00789308,0.0043755393,0.0022541885,0.009263764,0.007824079,0.00827582,0.008375387,0.0068838475,0.0027416882,0.00784,0.014044851,0.0044961367,0.0036824227,0.15969494,0.022373294,0.4819223,0.047380846,0.04482655266002054,3600.0,0.052187070906881225,0.18549536446717538,0.2003480631849423,tuk,False,True,True,True,True,True,True
