cv_rmse,test_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dev_size_importance,test_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,eng_target_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,m2m100_noft_spBLEU_mean_importance,eta,n_estimators,cv_rmse_se,test_rmse_se,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
3.9799616178801918,3.6229759395200687,0.019720417,0.021559376,0.005721065,0.0061500706,0.009787296,0.015507581,0.0044205626,0.005489379,0.005971081,0.012851922,0.008588861,0.007050584,0.01169136,0.0075793364,0.0061323955,0.019613411,0.011286413,0.007292174,0.0084457435,0.00800478,0.004881882,0.008059015,0.0053815884,0.0035075576,0.007472494,0.021271056,0.005715073,0.009677105,0.0073621026,0.004446012,0.0056242845,0.01790451,0.0038233183,0.003313863,0.105291344,0.020762302,0.5206016,0.04204116,0.023158144058141567,3800.0,0.15143820110446865,0.18995533914354862,False,True,True,True,True,True,True
