cv_rmse,test_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,m2m100_noft_spBLEU_mean_importance,eta,n_estimators,cv_rmse_se,test_rmse_se,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
2.3552936370049853,2.436027154881103,0.025511816,0.039961405,0.004513136,0.048111826,0.0067929425,0.015381207,0.005162594,0.00844997,0.012956229,0.01249368,0.010142364,0.011849051,0.015144149,0.0076252283,0.007668036,0.03327913,0.009128774,0.016129646,0.011465673,0.0054033054,0.009108027,0.21733268,0.011044655,0.010863648,0.009171776,0.063657306,0.019408952,0.22659369,0.12564906,0.029671007869044606,1080.0,0.21725495872409273,0.21105260428614994,False,True,True,True,True,True,True
