cv_rmse,test_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,morphological_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,m2m100_noft_spBLEU_mean_importance,eta,n_estimators,cv_rmse_se,test_rmse_se,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
2.297415460192652,2.4145913259804233,0.0206165,0.041127563,0.0071271323,0.006924731,0.008121377,0.011711764,0.027169978,0.008085121,0.009642696,0.013899302,0.007814227,0.016964091,0.008602728,0.003240392,0.0043911613,0.02626442,0.0060340744,0.012477716,0.02097476,0.0038192868,0.0051832013,0.29553205,0.014140052,0.007347992,0.0070004566,0.019678852,0.06433872,0.025845656,0.19577363,0.10015036,0.043374537663208465,1580.0,0.15097572728280062,0.2833159161093949,False,True,True,True,True,True,True
