cv_rmse,test_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,m2m100_noft_spBLEU_mean_importance,eta,n_estimators,cv_rmse_se,test_rmse_se,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
2.3870533830372596,2.472555453493173,0.016257728,0.03610933,0.005589649,0.07277944,0.0072423755,0.0134186195,0.0030436662,0.0108706895,0.01116281,0.01919494,0.009952947,0.011719631,0.009250585,0.011436703,0.008945268,0.039186127,0.009197855,0.015564641,0.013495262,0.0067197583,0.011611603,0.13714652,0.015992146,0.008807021,0.01949666,0.09895134,0.03246369,0.23106854,0.11332448,0.027935591823340922,1220.0,0.21355523131000456,0.29300436461289814,False,True,True,True,True,True,True
