cv_rmse,test_source_btk_rmse,test_target_btk_rmse,test_source_bew_rmse,test_target_bew_rmse,test_source_mad_rmse,test_target_mad_rmse,test_source_mak_rmse,test_target_mak_rmse,test_source_min_rmse,test_target_min_rmse,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,eta,n_estimators,test_source_rmse,test_target_rmse,cv_rmse_se,test_source_btk_rmse_se,test_target_btk_rmse_se,test_source_bew_rmse_se,test_target_bew_rmse_se,test_source_mad_rmse_se,test_target_mad_rmse_se,test_source_mak_rmse_se,test_target_mak_rmse_se,test_source_min_rmse_se,test_target_min_rmse_se,train_is_seen,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft,test_source_ind_rmse,test_target_ind_rmse,test_source_jav_rmse,test_target_jav_rmse,test_source_sun_rmse,test_target_sun_rmse,test_source_ind_rmse_se,test_target_ind_rmse_se,test_source_jav_rmse_se,test_target_jav_rmse_se,test_source_sun_rmse_se,test_target_sun_rmse_se
4.8703467055988146,11.019490339544973,11.104406366667833,10.552970573912335,12.156428601022565,10.791994525440867,14.17762300484211,13.113296554536598,13.669021978504222,9.881513808062525,7.028421681097636,0.219415,0.0,0.21578798,0.1646755,0.18708584,0.21303567,0.08253670796952281,620.0,11.07185316029946,11.627180326426874,0.164423285213285,0.4320534625617139,0.5537352457075625,0.4049030681975044,0.8369175984123163,0.2486300903449552,0.30512230623444175,0.2433163429790954,0.24952151258866465,0.41692308900697655,0.13146498690305905,True,False,False,True,False,False,False,False,,,,,,,,,,,,
3.970218016699639,,,,,,,,,,,0.20717199,0.1156203,0.24907848,0.16434613,0.12868705,0.13509603,0.05795282386752543,1140.0,8.464992348357963,8.930658607811994,0.11189655988031423,,,,,,,,,,,False,False,False,True,False,False,False,False,10.556231982543204,13.096673715863123,7.317470427317787,6.023134707854394,7.5212746352129,7.672167399718466,0.41327329298200743,0.6821022326596093,0.45063741062532775,0.49597447746436335,0.4619496848851709,1.1066892970821205
