cv_rmse,test_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,m2m100_noft_spBLEU_mean_importance,eta,n_estimators,cv_rmse_se,test_rmse_se,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
2.6436715120880714,2.4670085093001,0.008612411,0.031734552,0.008233026,0.016477944,0.014247665,0.004659911,0.006748026,0.012138535,0.009118167,0.0052491343,0.01950079,0.040528107,0.0021040046,0.0050172247,0.00459269,0.06670032,0.015056454,0.015777936,0.008337994,0.005975013,0.0108187,0.05636715,0.010806039,0.007227297,0.0047571226,0.09156178,0.019298142,0.31880766,0.1795462,0.05219146187947836,3350.0,0.23325439224569702,0.3538967616328293,False,True,True,True,True,True,True
