cv_rmse,test_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,morphological_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,m2m100_noft_spBLEU_mean_importance,eta,n_estimators,cv_rmse_se,test_rmse_se,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
2.678150359267568,2.6083372947061405,0.0071679754,0.021943042,0.0139873205,0.014224298,0.019185448,0.027984211,0.01964496,0.013653984,0.016912322,0.011491096,0.012010839,0.008753217,0.009315973,0.004317789,0.005674182,0.043531,0.008275003,0.008840586,0.008890499,0.0053397766,0.011494326,0.048677202,0.008266935,0.0107599655,0.006919387,0.0090557,0.064438745,0.015607091,0.39749685,0.14614025,0.0464395082762132,4050.0,0.2564435500894023,0.3801326125673401,False,True,True,True,True,True,True
