cv_rmse,test_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,m2m100_noft_spBLEU_mean_importance,eta,n_estimators,cv_rmse_se,test_rmse_se,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
2.339754580679934,2.442145490027383,0.026977202,0.042444937,0.004185533,0.04723138,0.0070672184,0.01390111,0.004555852,0.00841427,0.013710031,0.012711327,0.00909887,0.0092864325,0.0137232635,0.00877543,0.007910386,0.030015174,0.00906389,0.018227967,0.012235793,0.0053375894,0.010154987,0.2106924,0.010308495,0.0106963385,0.009309322,0.06359102,0.019970644,0.23075433,0.1296488,0.035094722145561856,880.0,0.225910442073869,0.22481604494930563,False,True,True,True,True,True,True
