cv_rmse,test_source_rmse,test_target_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dev_size_importance,test_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,eng_target_importance,morphological_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,m2m100_noft_spBLEU_mean_importance,eta,n_estimators,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
3.5202556097288165,9.045505048481203,2.3459894111246533,0.019301109,0.027600344,0.0073868856,0.01911865,0.0064669363,0.009265388,0.0088765845,0.0030691875,0.0049493876,0.012482432,0.013698636,0.0046761096,0.010934488,0.007363423,0.0050369124,0.015707068,0.020437386,0.00534229,0.007290414,0.005081482,0.0040160688,0.0071378537,0.0036456878,0.0025101192,0.0077456743,0.008166402,0.0061329184,0.009419398,0.0052279774,0.0024311969,0.00717797,0.017161574,0.003556321,0.00352154,0.0050624767,0.1693315,0.022381974,0.44352174,0.057766516,0.03854039372262217,3500.0,0.02937660185269068,0.11837861238378371,0.16980393047205253,xho,False,True,True,True,True,True,True
3.6709461199023985,2.822904372324948,4.761092899944009,0.019541722,0.036549248,0.0077128187,0.014736513,0.008588838,0.007699958,0.008597667,0.0045320587,0.0065311827,0.011444045,0.009108174,0.004945643,0.010133998,0.00747976,0.0036394827,0.016793577,0.019396693,0.0063611493,0.005218388,0.006528522,0.003254135,0.0070863618,0.0035119974,0.0027503043,0.0060800896,0.006491081,0.0052838083,0.010059449,0.006297134,0.002264314,0.00813858,0.014072034,0.0033662966,0.004216378,0.007113807,0.157378,0.020482566,0.457862,0.05875225,0.05386033533814444,3900.0,0.02853836202300002,0.03804383438809227,0.2304875958449972,kan,False,True,True,True,True,True,True
3.6904015612380574,2.2205310071482556,1.2356083205226236,0.019174,0.02991122,0.005603207,0.015248818,0.007828039,0.0076575084,0.008839465,0.0054728477,0.0059524043,0.011886041,0.009078255,0.0065064766,0.0124648865,0.0068856427,0.004534273,0.01794215,0.01604076,0.006063873,0.0073909024,0.0054314537,0.0040723006,0.007052397,0.0039296825,0.00369301,0.0064015063,0.008705994,0.0073916367,0.009620386,0.008212688,0.002789975,0.0089459205,0.0154770855,0.0035919654,0.002817551,0.007075317,0.15821001,0.023449667,0.44881392,0.059836783,0.027220042094584247,3800.0,0.035221059132991187,0.054079780677398125,0.05330701554321393,mya,False,True,True,True,True,True,True
3.676461549229819,1.403633325295946,2.355479246212792,0.018720765,0.02859858,0.004936609,0.016612599,0.007857656,0.008763641,0.007319674,0.005188935,0.005677541,0.012052907,0.008318664,0.0061172806,0.011860244,0.006596809,0.0042167543,0.01710275,0.015999423,0.006927597,0.0069760205,0.006229983,0.0048852996,0.006547857,0.0042639505,0.0028439667,0.0069988193,0.00892435,0.006890581,0.010282631,0.008071105,0.0027445164,0.008683389,0.015108508,0.0037455913,0.0043967995,0.005529864,0.16093907,0.023873713,0.4550259,0.054169606,0.02077487240764627,3800.0,0.053320287278382984,0.09371911454384108,0.15329163028044906,jav,False,True,True,True,True,True,True
3.7970385972946774,2.6661563919203646,2.3665738788161557,0.018383373,0.02539747,0.0055210358,0.01333981,0.008700952,0.009771107,0.008860587,0.0025347667,0.0058085946,0.010874666,0.010948477,0.0063667432,0.01161069,0.007061991,0.0044835866,0.01946593,0.014731432,0.005773545,0.007937992,0.0060219313,0.00415675,0.006049453,0.004013761,0.0038099657,0.0088853445,0.008405469,0.008452422,0.010569972,0.008385354,0.0026829324,0.009049153,0.013458334,0.0034193906,0.004505331,0.005159209,0.15426916,0.02845395,0.45607567,0.056603663,0.05100697102788535,3800.0,0.03842036620758017,0.09928832489936099,0.1166526802245714,tam,False,True,True,True,True,True,True
3.725608096577858,1.9618011552213166,3.433268560460527,0.01904263,0.03526584,0.005398788,0.01574114,0.0076807486,0.0067613935,0.006029565,0.004521016,0.00585671,0.0121409865,0.0067498097,0.006496288,0.01192749,0.007055846,0.0033584796,0.015225062,0.018166207,0.004843094,0.007459962,0.006350021,0.0050843335,0.0069358065,0.003762781,0.0035162389,0.0080713,0.007740149,0.0063974494,0.011594957,0.0074962294,0.0027059666,0.007979231,0.016789239,0.0044244193,0.003830816,0.0051823007,0.16425008,0.022373535,0.4512855,0.054508615,0.05219188006082609,3750.0,0.030985326669100317,0.20962209922631692,0.1762088931844146,tat,False,True,True,True,True,True,True
3.6203167598636,10.076703105948685,5.472853536971197,0.022213709,0.0067280345,0.008245958,0.0076983958,0.008530845,0.007985053,0.006176046,0.0061973105,0.007137774,0.013085889,0.0049177622,0.007293013,0.012702018,0.011073479,0.0049493583,0.018496389,0.012784332,0.0054881973,0.013995844,0.010863421,0.0037213806,0.008241529,0.0048426916,0.0068927244,0.010960067,0.0133078545,0.007324324,0.010544305,0.01064811,0.0042355815,0.010366173,0.020764088,0.0057612406,0.0058048693,0.006655135,0.1767352,0.020416686,0.4343544,0.041860875,0.039583295276568065,4400.0,0.04047206243222891,0.22417608792492108,0.234436852515853,afr,False,True,True,True,True,True,True
3.741186467329514,3.7718147724167705,2.7143587891829197,0.018908538,0.018612945,0.0047620605,0.015550302,0.007862384,0.0050545363,0.009990631,0.0031958155,0.0044511883,0.011663346,0.0055569345,0.0059947916,0.008059504,0.005825173,0.004741451,0.030373802,0.017833058,0.0062574027,0.006076359,0.0043211663,0.0044826297,0.0082915155,0.0040044086,0.0044748504,0.007234958,0.011247705,0.006103578,0.01111077,0.009489473,0.00263051,0.00843501,0.014706646,0.004197712,0.0074819424,0.004740724,0.16533475,0.030569648,0.45532292,0.045048855,0.019190186960111783,3300.0,0.0784483464689302,0.08779514661811257,0.0785911449643699,ind,False,True,True,True,True,True,True
3.6822451232145723,1.0302289908905478,4.876909775688118,0.019797202,0.02886179,0.006202633,0.0148899285,0.007156725,0.006924685,0.009007158,0.0053778556,0.0066080578,0.011744882,0.0050875293,0.004103405,0.009788342,0.006281832,0.00334789,0.018583775,0.017094843,0.006127515,0.007044474,0.007802026,0.004586705,0.0074305907,0.0038930438,0.002313966,0.007081882,0.0066664414,0.007655611,0.011037325,0.008617997,0.0028732587,0.0076314835,0.01437595,0.0034427803,0.004777117,0.0071575865,0.16616817,0.022442162,0.45055866,0.059456706,0.05920646599281434,3600.0,0.051422275176692074,0.07465941793153656,0.16573367358090366,som,False,True,True,True,True,True,True
3.6868718061429933,0.7778320006490793,1.9436447383740927,0.019156132,0.03062889,0.004271783,0.016361523,0.009429132,0.008199006,0.0059139887,0.005390527,0.006020284,0.013687199,0.008860879,0.005973364,0.010475589,0.0062509654,0.004019586,0.017419923,0.016959991,0.0056892815,0.007267782,0.006074709,0.0037898473,0.00658741,0.0033240288,0.0032471463,0.0068760826,0.0077200443,0.0070033283,0.01076583,0.008816609,0.0028975331,0.00768419,0.015158164,0.0036740024,0.0039045378,0.0058018146,0.16336514,0.024310011,0.4507804,0.05624338,0.03740243946908108,3000.0,0.0775145620233438,0.4047682315768304,0.06780510125445424,yor,False,True,True,True,True,True,True
3.687209971670877,3.6275367867515285,1.937233500229818,0.018526804,0.021938268,0.005007143,0.018654156,0.0084370775,0.008178989,0.00753639,0.0044965083,0.006144435,0.014200905,0.0085945735,0.0061245267,0.010802773,0.006322149,0.004415215,0.015428266,0.016619308,0.0057180612,0.0069061243,0.006641363,0.0041309088,0.0067928694,0.003825952,0.0027510358,0.007085511,0.007168554,0.0070570307,0.010730207,0.007078305,0.0029376266,0.008987268,0.0147092175,0.0031934879,0.0054237633,0.005277311,0.15657444,0.022755876,0.46623307,0.05659452,0.03212123367809536,3400.0,0.022492426567410857,0.25061517340727113,0.49784191733617866,wol,False,True,True,True,True,True,True
3.7437983047589944,2.911859314459072,3.8045853518091937,0.016844567,0.030885214,0.004874929,0.008209197,0.011731104,0.0064956597,0.009517149,0.0038659214,0.0063084587,0.0122085465,0.0076784627,0.006237648,0.012339067,0.008314197,0.0039127795,0.012219271,0.01446567,0.007038136,0.00933145,0.0060055656,0.0035117767,0.009231264,0.0042118314,0.004215884,0.007819633,0.008001398,0.0062874584,0.01115784,0.008565742,0.0025414466,0.0068281167,0.013895804,0.0036040682,0.004900611,0.0051826285,0.16528265,0.044462927,0.4599461,0.031869773,0.041053229475550825,4000.0,0.06193619387360166,0.14055672881433975,0.07832918285107668,bel,False,True,True,True,True,True,True
3.607840449308179,9.577101239184383,14.265758328779262,0.01736491,0.03677936,0.0038655526,0.017878056,0.006136884,0.008289497,0.0059623597,0.004120597,0.004699969,0.012693966,0.007760124,0.0060601914,0.013866928,0.0063819424,0.004439654,0.016794827,0.016111543,0.0052762176,0.0076155337,0.0049464502,0.004940955,0.0066933497,0.0036045902,0.00378716,0.008058654,0.00831053,0.0060756854,0.010268057,0.007746822,0.002394373,0.006936231,0.016528742,0.0040352624,0.005736671,0.005029645,0.16211393,0.02510783,0.4552907,0.05029618,0.03278764759340301,4300.0,0.048765175295601475,0.22046294664637137,0.25897754203063306,cym,False,True,True,True,True,True,True
3.6985125320780754,3.591705089503278,8.59749566959125,0.018895742,0.02413256,0.0048089125,0.017660081,0.008071801,0.008019414,0.0061066695,0.005183455,0.005762358,0.014703879,0.008487386,0.005502559,0.0115842745,0.0062419493,0.004597985,0.017654322,0.014592057,0.0039470694,0.006990952,0.0056895013,0.0041883914,0.006327068,0.0035368516,0.0032188366,0.0074114986,0.008000607,0.006613548,0.008735615,0.009686602,0.0022863902,0.008225188,0.014612034,0.0036612242,0.0053227344,0.0054305913,0.16229351,0.021732654,0.4606328,0.059450965,0.03441769501943644,3900.0,0.05294028311057163,0.16304912349406878,0.14399186243056747,ssw,False,True,True,True,True,True,True
3.699157683335085,3.3943741614477623,2.9447292906242684,0.01923879,0.03872717,0.0041019674,0.014955284,0.00805559,0.008822841,0.0091881715,0.0035283498,0.0060660606,0.013209663,0.006745194,0.0061530885,0.012000014,0.0064569637,0.004420946,0.02214853,0.015319492,0.005917214,0.0069234916,0.0049338033,0.003453067,0.006429109,0.0037616505,0.0036527738,0.0074452176,0.007159972,0.006541498,0.011006339,0.0075007677,0.0025793293,0.007304213,0.016004983,0.0038999598,0.0021669646,0.00420445,0.15222093,0.025366616,0.45774642,0.054643095,0.027821167714824034,3400.0,0.03798863250122377,0.14375271514317203,0.09400148175848032,guj,False,True,True,True,True,True,True
3.6828153366120895,2.8888158487558178,3.955509589801948,0.018648189,0.032142628,0.0056646834,0.015481685,0.0077519403,0.007567969,0.006400271,0.005671559,0.0048447405,0.0126812635,0.008008415,0.0057376055,0.011364306,0.005917645,0.0037875876,0.016685545,0.015876561,0.0056121917,0.0067985803,0.0064832955,0.0045383684,0.0074503096,0.0036627136,0.0027014054,0.007128076,0.007583376,0.0071020583,0.010244746,0.007598293,0.0019939928,0.007432632,0.015051846,0.003620734,0.0038588538,0.0054688663,0.1571799,0.024847597,0.46591598,0.05349362,0.03421976443003268,4000.0,0.04249528931857369,0.29402002739635524,0.188601360379832,ewe,False,True,True,True,True,True,True
3.695683421084561,1.1282470860433669,1.7996416043615409,0.018377878,0.030229652,0.0048449375,0.01728162,0.0074732876,0.009837965,0.008018269,0.003563203,0.0053387647,0.012915847,0.00838401,0.004378146,0.011070623,0.006863381,0.004777668,0.01893694,0.016811496,0.0051534055,0.0074372077,0.006019016,0.0044336924,0.0077586127,0.003666597,0.0025548383,0.00817328,0.008184091,0.0063085416,0.010368314,0.0069592795,0.0023844817,0.007706678,0.0131902,0.0040476867,0.0043143937,0.005955686,0.1625067,0.021018058,0.45707184,0.05568377,0.05023227051515616,3550.0,0.013805068736247775,0.34980847001866017,0.34943280494697526,khm,False,True,True,True,True,True,True
3.694896769456963,1.8003874298855767,1.2719147803113846,0.018526262,0.030126393,0.004891332,0.016515393,0.008204607,0.009713171,0.00732463,0.004844611,0.005310773,0.013031341,0.005937045,0.0055156574,0.011039929,0.0066992575,0.003836824,0.016239416,0.016138721,0.0070448294,0.006976618,0.0064104376,0.0039645736,0.006544733,0.0041152006,0.0030769235,0.0067773974,0.007533657,0.006917292,0.010476075,0.008280644,0.002463087,0.0075342455,0.0144885825,0.003920134,0.003758243,0.0066429907,0.16070446,0.02307051,0.46350303,0.05190099,0.043351168511344615,4250.0,0.04294834329217823,0.10491847606600432,0.18155827138951683,bak,False,True,True,True,True,True,True
3.6887765384688,1.4229830404738437,1.3618454374797613,0.018695304,0.025039036,0.005272811,0.016942333,0.006839364,0.0072002546,0.006712879,0.0057715853,0.006531452,0.011955771,0.009553668,0.005053462,0.011394368,0.0059652417,0.003917226,0.015269642,0.017081317,0.004955238,0.007751563,0.006533115,0.003750534,0.007059861,0.0037777808,0.002982319,0.007217829,0.007879009,0.007160873,0.011787577,0.007074607,0.0023766612,0.008066708,0.01505777,0.0028675764,0.0035386987,0.0068419636,0.15948138,0.023679268,0.46068963,0.060274255,0.03907425510930566,3150.0,0.035806712185631355,0.2239294904275396,0.20537714371867907,plt,False,True,True,True,True,True,True
3.5763924935805833,6.0809020187738465,7.313980164202765,0.019224962,0.03097047,0.0054645063,0.011183947,0.0059769833,0.0116334045,0.005674142,0.004263781,0.00615954,0.011870255,0.012661269,0.0038725962,0.011849527,0.00668051,0.0036675422,0.016119555,0.014418712,0.0046292143,0.0061099688,0.005892267,0.0038244177,0.0076880297,0.0029850318,0.0035842252,0.004741355,0.010795917,0.0048766774,0.010311972,0.007837253,0.003904029,0.006425321,0.011973303,0.0040281853,0.0047975206,0.0069469055,0.15230921,0.023960112,0.47053164,0.060155712,0.03723505975423343,3450.0,0.05651435655085049,0.09707217371614756,0.17160295204382245,kat,False,True,True,True,True,True,True
3.5996968780491185,2.327714068352624,10.038535887309198,0.018760327,0.034668498,0.004136861,0.016430754,0.0075161397,0.005151472,0.009751325,0.0043877317,0.0054529635,0.01357912,0.011907159,0.0067871227,0.00989706,0.0076387287,0.003848747,0.016049309,0.014996087,0.006234421,0.0062148226,0.005446728,0.0047562867,0.0071333633,0.0036832695,0.002776655,0.009075096,0.0067899665,0.006991627,0.010497771,0.008226245,0.0023230542,0.007665721,0.014108268,0.0036564716,0.007463783,0.0052477084,0.15117778,0.03238558,0.4621736,0.045012377,0.04351727144245401,3800.0,0.060997088700740595,0.32032095970611824,0.2068801301184554,hau,False,True,True,True,True,True,True
3.735453663969003,3.0479220351058176,3.26957689412217,0.01906417,0.031738527,0.0047613364,0.016683968,0.0071353717,0.008323216,0.006923078,0.0040413346,0.0046288604,0.013893972,0.007496354,0.004997366,0.011460435,0.0076122433,0.004462949,0.020619597,0.01569352,0.0056046993,0.0071001323,0.007002407,0.004282056,0.007626699,0.0041760406,0.003601741,0.008011518,0.007196635,0.0065359757,0.009855164,0.009102104,0.0031895929,0.0075279498,0.014811002,0.003897564,0.0049849343,0.0057127597,0.15960066,0.027188083,0.45578486,0.04767114,0.038959112228478476,3500.0,0.03526773611122871,0.5409533538752562,0.2610006449730162,pan,False,True,True,True,True,True,True
3.661936557423293,1.2550972341276065,1.0898164996590036,0.018574033,0.028485317,0.004790681,0.015791055,0.0075218156,0.008600379,0.0069806054,0.0024586185,0.0053743506,0.011819946,0.008335477,0.0055490667,0.012863278,0.0068509295,0.0034730888,0.016159702,0.018511632,0.005604688,0.0063533136,0.0060883937,0.0041344827,0.0072625456,0.0035838124,0.0028350845,0.0077178343,0.008133663,0.0065074214,0.010532141,0.007878251,0.0023305612,0.007025583,0.015733078,0.0039897105,0.005974602,0.005614705,0.1547672,0.026313335,0.46989122,0.049588423,0.04053436079235676,3500.0,0.06728451099553946,0.1883966767334497,0.34047406221246096,ceb,False,True,True,True,True,True,True
3.6610250216726485,3.537425163577514,6.729152731911088,0.017731387,0.036551554,0.0064816414,0.020134043,0.005818521,0.0067552775,0.007209768,0.0036284472,0.0045512137,0.008699059,0.0069026602,0.006012828,0.011922772,0.0062056417,0.0041858307,0.024461737,0.016983194,0.005744903,0.007027653,0.0046337405,0.0045652203,0.006478424,0.0041993298,0.0035709639,0.007691355,0.011434047,0.0065014674,0.009983132,0.008494559,0.0024917293,0.008084915,0.013181498,0.0038915426,0.0038812335,0.007888148,0.16208486,0.023826107,0.45404777,0.04606182,0.025587983244963763,3700.0,0.03901049442679388,0.17580625366103675,0.254136160980379,oci,False,True,True,True,True,True,True
3.6870923058904976,0.5847936074643056,5.101238401062791,0.019393262,0.02474186,0.0047815177,0.016451377,0.0074611185,0.009590944,0.0073302872,0.0042357314,0.005530552,0.012239773,0.0071624033,0.005955736,0.010262407,0.0071329502,0.0043843524,0.013954489,0.016852815,0.0058677252,0.0068584173,0.0050517744,0.0046918816,0.007366918,0.0040702047,0.003310041,0.007694653,0.0057860115,0.0071630822,0.009558286,0.0079757515,0.0025236222,0.0076844185,0.015461333,0.004176757,0.0041740714,0.0055438494,0.16235152,0.022711378,0.46659988,0.055916864,0.05428333484611345,3000.0,0.05684023686401712,0.18922050159046738,0.6465020099128426,snd,False,True,True,True,True,True,True
3.6661437419986314,2.6299950071572105,6.0343321867022315,0.019162048,0.029078966,0.005232012,0.016889075,0.007431212,0.007741214,0.008024368,0.0044658324,0.0056027956,0.012717446,0.008731079,0.0053848773,0.012404427,0.008026638,0.0038169068,0.01650041,0.0150712235,0.006560974,0.0075921705,0.0052077924,0.004983338,0.0063605206,0.0037680112,0.0032025843,0.0068521053,0.007526578,0.00644987,0.010607534,0.006357579,0.002699717,0.0068837376,0.0148678105,0.0046805074,0.0033991535,0.005110132,0.16203621,0.027751202,0.4610898,0.049732156,0.04229182428287703,3650.0,0.04453265326119052,0.42132360952750986,0.3382481293945636,kin,False,True,True,True,True,True,True
3.664258849388817,2.8118311505273836,4.249807463706071,0.018899197,0.03369381,0.005990269,0.017790833,0.008324629,0.008836604,0.006817545,0.0069030942,0.0054834723,0.012209085,0.00971411,0.005866673,0.012463855,0.0064729676,0.0039081974,0.019501518,0.015261823,0.0065797316,0.007260639,0.005257955,0.003930114,0.006820521,0.0034626224,0.0026878149,0.0078076674,0.0075772004,0.0072542215,0.009082636,0.007142344,0.0023371945,0.007713099,0.014862222,0.0035064414,0.0025197014,0.005828413,0.16245496,0.020300541,0.4511145,0.056361783,0.04027812864090683,3800.0,0.04674912038353706,0.20674344397689287,0.09866670154252703,sna,False,True,True,True,True,True,True
3.6668710697178093,0.9749444422649717,2.8008720033739727,0.017865341,0.027164266,0.004565239,0.018221095,0.010568765,0.008146932,0.0075010685,0.005180832,0.004396259,0.015446188,0.008704611,0.005036137,0.010413396,0.0066535533,0.0042256694,0.017702911,0.018144917,0.0058280835,0.0071866913,0.0058937534,0.0034824323,0.0077992775,0.003929227,0.0031882122,0.007456176,0.007253181,0.006858746,0.01010902,0.008349059,0.0021268036,0.009964469,0.01588184,0.0035685424,0.0038687307,0.0058381134,0.15795596,0.023329284,0.45544332,0.054751884,0.038503910316475404,4250.0,0.057225956632297785,0.2931053950468668,0.2871801335673967,mri,False,True,True,True,True,True,True
