cv_rmse,test_source_btk_rmse,test_target_btk_rmse,test_source_bew_rmse,test_target_bew_rmse,test_source_mad_rmse,test_target_mad_rmse,test_source_mak_rmse,test_target_mak_rmse,test_source_min_rmse,test_target_min_rmse,alpha,beta_w,beta_h,beta_z,beta_s,beta_t,test_source_rmse,test_target_rmse,cv_rmse_se,test_source_btk_rmse_se,test_target_btk_rmse_se,test_source_bew_rmse_se,test_target_bew_rmse_se,test_source_mad_rmse_se,test_target_mad_rmse_se,test_source_mak_rmse_se,test_target_mak_rmse_se,test_source_min_rmse_se,test_target_min_rmse_se,train_is_seen,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft,test_source_ind_rmse,test_target_ind_rmse,test_source_jav_rmse,test_target_jav_rmse,test_source_sun_rmse,test_target_sun_rmse,test_source_ind_rmse_se,test_target_ind_rmse_se,test_source_jav_rmse_se,test_target_jav_rmse_se,test_source_sun_rmse_se,test_target_sun_rmse_se
3.093419215091389,8.744946587072342,8.849037158388239,8.34767376232384,7.1632687355398135,10.042304114735746,13.193837226765192,10.624564953265411,10.734344965234328,7.967866098147328,6.383206672586873,0.01,0.1,0.1,0.01,0.01,0.01,9.145471103108934,9.264738951702888,0.14964819897100493,0.37458489858873695,0.5250312236587609,0.10696164925131015,0.4405790480139548,0.40452063440060837,0.5222666666932684,0.5160872094435162,0.6786799162892942,0.18026259941809436,0.11337187894144703,True,False,False,True,False,False,False,False,,,,,,,,,,,,
2.1967762264720156,,,,,,,,,,,0.01,0.1,0.1,0.01,0.01,0.01,7.140957954246606,8.641552781181652,0.08583700379615095,,,,,,,,,,,False,False,False,True,False,False,False,False,8.864334395876295,12.589595983400178,6.989669364054057,6.083381205796605,5.568870102809467,7.251681154348175,0.19358107411643988,0.22043942122336962,0.15161072306284712,0.17526045890018246,0.1280913687238818,0.25209020921285497
