cv_rmse,test_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dev_size_importance,test_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,eng_target_importance,morphological_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,m2m100_noft_spBLEU_mean_importance,eta,n_estimators,cv_rmse_se,test_rmse_se,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
3.9270665616350287,3.6135498189685102,0.017134165,0.023527253,0.0067993114,0.015925227,0.0077597015,0.0073567755,0.008323338,0.0055487254,0.0056700334,0.011192024,0.006594762,0.0064863353,0.010875982,0.0057323817,0.005884069,0.02346228,0.0149353165,0.006331897,0.008792875,0.005647591,0.004098173,0.007229522,0.0046890248,0.0037823762,0.008997918,0.012222336,0.0049992837,0.0128022935,0.007460515,0.0037264891,0.007421305,0.014321519,0.003192139,0.0035697953,0.008496671,0.16944888,0.02396597,0.45063695,0.044958748,0.04136938318947986,3650.0,0.18512108040981123,0.15697276187828862,False,True,True,True,True,True,True
