cv_rmse,test_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,morphological_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,m2m100_noft_spBLEU_mean_importance,eta,n_estimators,cv_rmse_se,test_rmse_se,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
2.3004773543020227,2.3634871673051268,0.010446071,0.03354042,0.007988783,0.008805153,0.009357422,0.012978369,0.020261008,0.007412997,0.013205667,0.019388622,0.006210994,0.012807868,0.012806031,0.006256903,0.0049974993,0.04588041,0.008057032,0.010609096,0.013858068,0.0038889789,0.005273552,0.22227366,0.011439069,0.006770309,0.0086323265,0.029268002,0.062452592,0.023287823,0.2345999,0.12724538,0.03636278082683654,1280.0,0.18332151685181555,0.25734037614607597,False,True,True,True,True,True,True
