cv_rmse,test_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dev_size_importance,test_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,eng_target_importance,morphological_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,m2m100_noft_spBLEU_mean_importance,eta,n_estimators,cv_rmse_se,test_rmse_se,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
3.9310355593673107,3.5936167205462852,0.017134001,0.021643452,0.0058972714,0.015502213,0.0073052347,0.0066361474,0.008468291,0.006011488,0.0055474206,0.011489556,0.0077907653,0.006160155,0.010730863,0.0058847913,0.0052646743,0.0240019,0.015232479,0.0070234677,0.008958716,0.0062735653,0.0044169817,0.00786354,0.0046172696,0.004437645,0.008057079,0.012145789,0.005406608,0.012832467,0.0076075955,0.0038814098,0.0061852704,0.015044877,0.0028597638,0.004440432,0.008097118,0.16270848,0.024433443,0.45731077,0.04469704,0.035535807595150674,3100.0,0.1755051127921193,0.15534675721381433,False,True,True,True,True,True,True
