cv_rmse,test_source_rmse,test_target_rmse,alpha,beta_w,beta_h,beta_z,beta_s,beta_t,cv_rmse_se,test_source_rmse_se,test_target_rmse_se,lang,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
2.9640350022463187,4.842992871847987,5.3893336295988625,0.0028000000000000004,0.1,0.1,0.06400000000000002,0.01,0.01,0.05526709994692568,0.15972048978671208,0.4283243834107865,bew,False,False,True,False,False,False,False
3.0406398646241355,4.399817274992931,4.294584986451803,0.0064,0.1,0.1,0.028000000000000004,0.01,0.01,0.07916598291790619,0.9558939122038894,0.8286398101904481,btk,False,False,True,False,False,False,False
1.7230986387766847,9.93817691102386,13.780964419482185,0.001,0.1,0.1,0.028000000000000004,0.01,0.01,0.012274352621700974,0.15725102217727396,0.205819613723113,ind,False,False,True,False,False,False,False
3.23498192260442,4.020818370716429,2.492265305503956,0.0046,0.1,0.1,0.082,0.01,0.01,0.0712960569192288,0.09282192479016732,0.2980205606924126,jav,False,False,True,False,False,False,False
3.1090195712905624,5.804072621587649,8.631973315876413,0.004600000000000001,0.1,0.1,0.06400000000000002,0.01,0.01,0.05618640923537591,0.26016775697718186,0.4729826582912755,mad,False,False,True,False,False,False,False
3.2976586567623825,10.994364829905527,11.986538636402031,0.0028000000000000004,0.1,0.1,0.028000000000000004,0.01,0.01,0.10732075709514324,0.7187656223513504,0.7436641758869152,mak,False,False,True,False,False,False,False
3.2527256154583233,7.18283072406017,11.322106298858504,0.0028000000000000004,0.1,0.1,0.01,0.01,0.01,0.09170440987009264,0.465659183504674,0.4489972778396331,min,False,False,True,False,False,False,False
3.588120884943894,5.022171015363035,7.752557657765003,0.0082,0.1,0.1,0.01,0.01,0.01,0.044042308479303495,0.39788789094606186,0.6290917140389916,sun,False,False,True,False,False,False,False
