cv_rmse,test_source_btk_rmse,test_target_btk_rmse,test_source_bew_rmse,test_target_bew_rmse,test_source_mad_rmse,test_target_mad_rmse,test_source_mak_rmse,test_target_mak_rmse,test_source_min_rmse,test_target_min_rmse,alpha,beta_w,beta_h,beta_z,beta_s,beta_t,test_source_rmse,test_target_rmse,cv_rmse_se,test_source_btk_rmse_se,test_target_btk_rmse_se,test_source_bew_rmse_se,test_target_bew_rmse_se,test_source_mad_rmse_se,test_target_mad_rmse_se,test_source_mak_rmse_se,test_target_mak_rmse_se,test_source_min_rmse_se,test_target_min_rmse_se,train_is_seen,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft,test_source_ind_rmse,test_target_ind_rmse,test_source_jav_rmse,test_target_jav_rmse,test_source_sun_rmse,test_target_sun_rmse,test_source_ind_rmse_se,test_target_ind_rmse_se,test_source_jav_rmse_se,test_target_jav_rmse_se,test_source_sun_rmse_se,test_target_sun_rmse_se
3.1693641291874313,8.521229443431341,8.065022184292445,9.508773243953444,9.70390463282593,11.296014615399052,13.47774059727521,14.085335032235246,14.450136221616793,8.274479946374171,9.674005474897594,0.01,0.1,0.1,0.01,0.01,0.01,10.337166456278652,11.074161822181594,0.14360839535887782,0.18071069319089006,0.2847458230429965,0.14732164535734715,0.3977895570866334,0.2538144952679375,0.39616405498960927,0.4369282155690316,0.4788667919137136,0.1778684618979165,0.5938370860514937,True,False,False,True,False,False,False,False,,,,,,,,,,,,
2.2229542593878557,,,,,,,,,,,0.0046,0.1,0.1,0.01,0.01,0.01,10.306593626668926,12.00229143151976,0.04110947033149928,,,,,,,,,,,False,False,False,True,False,False,False,False,13.163964021352651,16.30316941332915,7.666640920586613,7.080289289031268,10.08917593806751,12.623415592198866,0.3075038105786726,0.33111376906537976,0.22765420605625816,0.27410358713995703,0.3309978165100371,0.3917427325169492
