cv_rmse,test_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dev_size_importance,test_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,eng_target_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,m2m100_noft_spBLEU_mean_importance,eta,n_estimators,cv_rmse_se,test_rmse_se,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
3.9836834750808436,3.6348439839497977,0.018669918,0.023037326,0.0048189973,0.0061642835,0.0058509232,0.0058442033,0.0073588686,0.0041291993,0.0055561876,0.012949506,0.014340052,0.006598136,0.011617352,0.007544481,0.0059758797,0.02048065,0.012831494,0.008409602,0.0091402745,0.0065765404,0.004654398,0.008646478,0.006568514,0.0033541843,0.008656474,0.020989936,0.0057977038,0.00897769,0.0076022064,0.004886393,0.0062125497,0.018631132,0.003742297,0.0043863216,0.113135755,0.020227175,0.5162156,0.039421298,0.03325147302616306,3800.0,0.14960192991736596,0.14902011824116124,False,True,True,True,True,True,True
