cv_rmse,test_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dev_size_importance,test_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,eng_target_importance,morphological_importance,scriptural_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,m2m100_noft_spBLEU_mean_importance,eta,n_estimators,cv_rmse_se,test_rmse_se,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
3.9598195655225985,3.6203393112161115,0.020294782,0.01837692,0.0048466264,0.016365094,0.008018013,0.008594568,0.009053549,0.003207021,0.0054466473,0.013109317,0.008569889,0.008814954,0.009700878,0.00690946,0.006755381,0.01820804,0.011272882,0.009718863,0.0108065065,0.006111496,0.004960384,0.007773021,0.005950381,0.0041783233,0.008139696,0.026554603,0.006035521,0.007405004,0.0072391056,0.0046328413,0.0063934093,0.024259117,0.003477472,0.005235542,0.010109974,0.008572878,0.08442427,0.02340332,0.50807095,0.03900335,0.032498349813235294,3400.0,0.14540467859537573,0.18198063147829485,False,True,True,True,True,True,True
