cv_rmse,test_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,morphological_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,m2m100_noft_spBLEU_mean_importance,eta,n_estimators,cv_rmse_se,test_rmse_se,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
2.293986061350141,2.3492348223131585,0.010450473,0.034897484,0.006715396,0.0079074185,0.011039947,0.011900494,0.037457205,0.008001656,0.010970175,0.016233662,0.006436152,0.014066708,0.023430938,0.006650905,0.0053862347,0.03642798,0.0077191987,0.015309097,0.008378439,0.0040923147,0.0067462414,0.18528911,0.010125761,0.00798762,0.0140018,0.027173782,0.061308324,0.021885768,0.25825593,0.123753764,0.047599567357416536,1240.0,0.17630027590952957,0.29687331809981027,False,True,True,True,True,True,True
