cv_rmse,test_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dev_size_importance,test_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,eng_target_importance,morphological_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,m2m100_noft_spBLEU_mean_importance,eta,n_estimators,cv_rmse_se,test_rmse_se,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
3.9441760702154767,3.6334378944594703,0.017940205,0.024216,0.0055480963,0.015366289,0.0073619545,0.006694313,0.007281135,0.0046906765,0.005524321,0.013241316,0.006430384,0.006442251,0.011778238,0.006392075,0.0050551407,0.020822681,0.014902851,0.0074626813,0.0086056115,0.0066859745,0.004509113,0.008022138,0.0050643617,0.0035255123,0.008952411,0.012544091,0.0054975897,0.012534447,0.0073040267,0.004374031,0.0063646524,0.015382282,0.0031719399,0.0033255655,0.008334782,0.15881859,0.025673991,0.45784885,0.046309374,0.020609060605828705,3050.0,0.17896382428630792,0.1689397797087767,False,True,True,True,True,True,True
