cv_rmse,test_rmse,dataset_size_importance,genetic_importance,geographic_importance,syntactic_importance,inventory_importance,phonological_importance,featural_importance,dev_size_importance,test_size_importance,train_word_vocab_size_importance,dev_word_vocab_size_importance,test_word_vocab_size_importance,avg_train_sentence_length_importance,avg_dev_sentence_length_importance,avg_test_sentence_length_importance,train_dev_word_overlap_importance,train_test_word_overlap_importance,dev_test_word_overlap_importance,ttr_train_importance,ttr_dev_importance,ttr_test_importance,train_dev_ttr_distance_importance,train_test_ttr_distance_importance,dev_test_ttr_distance_importance,train_dev_jsd_importance,train_test_jsd_importance,dev_test_jsd_importance,train_dev_tf_idf_importance,train_test_tf_idf_importance,dev_test_tf_idf_importance,train_dev_st_similarity_importance,train_test_st_similarity_importance,dev_test_st_similarity_importance,eng_target_importance,trfm_spBLEU_mean_importance,small100_noft_spBLEU_mean_importance,small100_ft_spBLEU_mean_importance,m2m100_noft_spBLEU_mean_importance,eta,n_estimators,cv_rmse_se,test_rmse_se,nlperf_only,dataset_features,lang_features,with_trfm,with_small100_ft,with_small100_noft,with_model_noft
3.95266106891885,3.6447732000255635,0.018831478,0.02251717,0.005036733,0.0058668717,0.0059482204,0.00440471,0.0114385495,0.003951275,0.005513203,0.01319395,0.00842534,0.0063971393,0.011953217,0.006489358,0.0059778374,0.019098274,0.016257307,0.0079168435,0.007890322,0.005684738,0.004706965,0.008261803,0.005241913,0.003548943,0.008761296,0.011947988,0.0062549175,0.010278253,0.0075759543,0.0044124764,0.0059677153,0.015832718,0.003391122,0.0044699023,0.16150844,0.023465421,0.48025912,0.04132248,0.0267866733002519,3250.0,0.1548523227035517,0.19058009093368558,False,True,True,True,True,True,True
